Tempo,Energia,Accettazioni/step
181,-3241.8249912763645,0.6022099447513812
182,-3380.7393122040567,0.6043956043956044
183,-3380.7393122040567,0.6010928961748634
184,-3380.7393122040567,0.5978260869565217
185,-3380.7393122040567,0.5945945945945946
186,-3722.1142208924416,0.5967741935483871
187,-3722.1142208924416,0.5935828877005348
188,-3722.1142208924416,0.5904255319148937
189,-3722.1142208924416,0.5873015873015873
190,-3722.1142208924416,0.5842105263157895
191,-3574.5298459699898,0.5863874345549738
192,-3574.5298459699898,0.5833333333333334
193,-3346.690058940874,0.5854922279792746
194,-3462.411243471931,0.5876288659793815
195,-3462.411243471931,0.5846153846153846
196,-3787.0555394416206,0.5867346938775511
197,-3794.5451521308973,0.5888324873096447
198,-3794.5451521308973,0.5858585858585859
199,-3518.6224419087575,0.5879396984924623
200,-3724.1172889674767,0.59
201,-3724.1172889674767,0.5870646766169154
202,-3471.2642112939016,0.5891089108910891
203,-2372.692133947584,0.5911330049261084
204,-3258.592469280069,0.5931372549019608
205,-3258.592469280069,0.5902439024390244
206,-3196.6011171654172,0.5922330097087378
207,-3473.330009762911,0.5942028985507246
208,-3526.9388632644814,0.5961538461538461
209,-3526.9388632644814,0.5933014354066986
210,-3526.9388632644814,0.5904761904761905
211,-3526.9388632644814,0.5876777251184834
212,-3526.9388632644814,0.5849056603773585
213,-3390.51917129059,0.5868544600938967
214,-3390.51917129059,0.5841121495327103
215,-3390.51917129059,0.5813953488372093
216,-3390.51917129059,0.5787037037037037
217,-3175.8112711990066,0.5806451612903226
218,-3062.8933346051062,0.5825688073394495
219,-3332.803509477058,0.5844748858447488
220,-3332.803509477058,0.5818181818181818
221,-3332.803509477058,0.579185520361991
222,-3268.5840633210496,0.581081081081081
223,-3268.5840633210496,0.57847533632287
224,-2996.2247943412663,0.5803571428571429
225,-3075.6079205850897,0.5822222222222222
226,-3075.6079205850897,0.5796460176991151
227,-2993.6763733471253,0.5814977973568282
228,-2703.2938770574387,0.5833333333333334
229,-2703.2938770574387,0.5807860262008734
230,-2661.0672380590654,0.5826086956521739
231,-3397.9393744422377,0.5844155844155844
232,-2554.154264628507,0.5862068965517241
233,-2554.154264628507,0.5836909871244635
234,-3290.335410710474,0.5854700854700855
235,-2888.857341220723,0.5872340425531914
236,-2888.857341220723,0.5847457627118644
237,-2833.5343009862536,0.5864978902953587
238,-2245.7146582944583,0.5882352941176471
239,-2245.7146582944583,0.5857740585774058
240,-2245.7146582944583,0.5833333333333334
241,-2245.7146582944583,0.5809128630705395
242,-3273.148634302371,0.5826446280991735
243,-3273.148634302371,0.5802469135802469
244,-2710.517559267414,0.5819672131147541
245,-3313.131727482282,0.5836734693877551
246,-3313.131727482282,0.5813008130081301
247,-3314.0908286334457,0.582995951417004
248,-2394.8366602816614,0.5846774193548387
249,-3750.2860130744984,0.5863453815261044
250,-3831.51922149533,0.588
251,-3819.1993823690154,0.5896414342629482
252,-3819.1993823690154,0.5873015873015873
253,-3948.508444406091,0.5889328063241107
254,-3948.508444406091,0.5866141732283464
255,-3831.492744525575,0.5882352941176471
256,-3831.492744525575,0.5859375
257,-3831.492744525575,0.5836575875486382
258,-3570.3683908818102,0.5852713178294574
259,-3570.3683908818102,0.583011583011583
260,-3570.3683908818102,0.5807692307692308
261,-3570.3683908818102,0.578544061302682
262,-3570.3683908818102,0.5763358778625954
263,-3018.8996229560667,0.5779467680608364
264,-2541.538592117035,0.5795454545454546
265,-2541.538592117035,0.5773584905660377
266,-2541.538592117035,0.575187969924812
267,-3190.1873824944364,0.5767790262172284
268,-3293.7281934299754,0.5783582089552238
269,-4120.209719689614,0.5799256505576208
270,-4120.209719689614,0.5777777777777777
271,-4344.248854319483,0.5793357933579336
272,-4344.248854319483,0.5772058823529411
273,-3961.7776722215917,0.5787545787545788
274,-4037.4522478613476,0.5802919708029197
275,-4037.4522478613476,0.5781818181818181
276,-4037.4522478613476,0.5760869565217391
277,-4079.2846444012484,0.5776173285198556
278,-3831.0212697534494,0.579136690647482
279,-3831.0212697534494,0.5770609318996416
280,-3831.0212697534494,0.575
281,-3895.2718563343396,0.5765124555160143
282,-4110.807981057563,0.5780141843971631
283,-4110.807981057563,0.5759717314487632
284,-3364.152127686189,0.5774647887323944
285,-3364.152127686189,0.5754385964912281
286,-3364.152127686189,0.5734265734265734
287,-4303.773045858438,0.5749128919860628
288,-4057.0313920887925,0.5763888888888888
289,-4057.0313920887925,0.5743944636678201
290,-3784.7384652916485,0.5758620689655173
291,-3784.7384652916485,0.5738831615120275
292,-4230.117346704882,0.5753424657534246
293,-4036.7822919560203,0.5767918088737202
294,-4036.7822919560203,0.5748299319727891
295,-3634.470194347242,0.576271186440678
296,-3969.544440697463,0.5777027027027027
297,-3960.6191001326433,0.5791245791245792
298,-3850.6103552894538,0.5805369127516778
299,-3973.9945023014616,0.5819397993311036
300,-3973.9945023014616,0.58
301,-3973.9945023014616,0.5780730897009967
302,-3894.903312982681,0.5794701986754967
303,-3894.903312982681,0.5775577557755776
304,-3894.903312982681,0.5756578947368421
305,-3909.918573025026,0.5770491803278689
306,-3909.918573025026,0.5751633986928104
307,-3720.8151589888753,0.5765472312703583
308,-3765.848404464134,0.577922077922078
309,-3765.848404464134,0.5760517799352751
310,-3765.848404464134,0.5741935483870968
311,-3736.869759160555,0.5755627009646302
312,-3736.869759160555,0.5737179487179487
313,-3572.169287646006,0.5750798722044729
314,-3572.169287646006,0.5732484076433121
315,-3572.169287646006,0.5714285714285714
316,-3793.7299385809856,0.5727848101265823
317,-3793.7299385809856,0.5709779179810726
318,-3793.7299385809856,0.5691823899371069
319,-3798.9311581116667,0.5705329153605015
320,-3798.9311581116667,0.56875
321,-3980.49933170867,0.5700934579439252
322,-3541.502654296566,0.5714285714285714
323,-3541.502654296566,0.5696594427244582
324,-4392.986990456513,0.5709876543209876
325,-4392.986990456513,0.5692307692307692
326,-3939.553325667937,0.5705521472392638
327,-4274.034162463203,0.5718654434250765
328,-4274.034162463203,0.5701219512195121
329,-4099.731291313226,0.5714285714285714
330,-4099.731291313226,0.5696969696969697
331,-4099.731291313226,0.56797583081571
332,-4099.731291313226,0.5662650602409639
333,-4099.731291313226,0.5645645645645646
334,-4241.008162902786,0.5658682634730539
335,-4241.008162902786,0.564179104477612
336,-4241.008162902786,0.5625
337,-3703.118218317191,0.5637982195845698
338,-3703.118218317191,0.5621301775147929
339,-3703.118218317191,0.56047197640118
340,-3703.118218317191,0.5588235294117647
341,-3703.118218317191,0.5571847507331378
342,-4658.500852169522,0.5584795321637427
343,-4658.500852169522,0.5568513119533528
344,-4301.14870007053,0.5581395348837209
345,-4236.073285981064,0.5594202898550724
346,-4236.073285981064,0.5578034682080925
347,-4236.073285981064,0.5561959654178674
348,-3910.844487769212,0.5574712643678161
349,-4521.591482456661,0.5587392550143266
350,-4521.591482456661,0.5571428571428572
351,-4521.591482456661,0.5555555555555556
352,-4521.591482456661,0.5539772727272727
353,-4039.838403789608,0.5552407932011332
354,-4404.50087849447,0.556497175141243
355,-4227.428757410766,0.5577464788732395
356,-4227.428757410766,0.5561797752808989
357,-4340.466707863088,0.5574229691876751
358,-4284.686354348301,0.5586592178770949
359,-4284.686354348301,0.5571030640668524
360,-4284.686354348301,0.5555555555555556
361,-4348.424150812404,0.556786703601108
362,-4348.424150812404,0.5552486187845304
363,-3990.509891846726,0.5564738292011019
364,-3737.9565143387595,0.5576923076923077
365,-3737.9565143387595,0.5561643835616439
366,-3737.9565143387595,0.5546448087431693
367,-3986.45581060753,0.555858310626703
368,-3986.45581060753,0.5543478260869565
369,-3668.11901815535,0.5555555555555556
370,-3668.11901815535,0.5540540540540541
371,-3668.11901815535,0.5525606469002695
372,-3668.11901815535,0.5510752688172043
373,-3668.11901815535,0.5495978552278821
374,-3668.11901815535,0.5481283422459893
375,-3668.11901815535,0.5466666666666666
376,-3439.1771680998227,0.5478723404255319
377,-3900.120442696982,0.5490716180371353
378,-3900.120442696982,0.5476190476190477
379,-3829.7987563119236,0.5488126649076517
380,-3829.7987563119236,0.5473684210526316
381,-3686.6108918760006,0.5485564304461942
382,-3686.6108918760006,0.5471204188481675
383,-3686.6108918760006,0.5456919060052219
384,-3686.6108918760006,0.5442708333333334
385,-3702.3899746854504,0.5454545454545454
386,-3589.624253931489,0.5466321243523317
387,-2635.765221308919,0.5478036175710594
388,-4149.723300320561,0.5489690721649485
389,-4149.723300320561,0.5475578406169666
390,-3637.6613062198808,0.5487179487179488
391,-3637.6613062198808,0.5473145780051151
392,-3902.8131378920875,0.548469387755102
393,-3754.4159721658525,0.549618320610687
394,-3954.9990269678283,0.550761421319797
395,-4023.011588436183,0.5518987341772152
396,-4023.011588436183,0.5505050505050505
397,-3827.6894160883467,0.5516372795969773
398,-3827.6894160883467,0.550251256281407
399,-3827.6894160883467,0.5488721804511278
400,-3421.7898079443617,0.55
401,-3421.7898079443617,0.5486284289276808
402,-4167.276104761629,0.5497512437810945
403,-4167.276104761629,0.5483870967741935
404,-4167.276104761629,0.5470297029702971
405,-4167.276104761629,0.5456790123456791
406,-4132.823193609955,0.5467980295566502
407,-4132.823193609955,0.5454545454545454
408,-4132.823193609955,0.5441176470588235
409,-3443.0250010391583,0.5452322738386308
410,-4316.837041124804,0.5463414634146342
411,-4257.224590104825,0.5474452554744526
412,-4257.224590104825,0.5461165048543689
413,-4030.439496452369,0.5472154963680388
414,-3782.2029294744943,0.5483091787439613
415,-3744.7298123719274,0.5493975903614458
416,-3744.7298123719274,0.5480769230769231
417,-3546.1161594523996,0.5491606714628298
418,-3667.5871381856355,0.5502392344497608
419,-3667.5871381856355,0.548926014319809
420,-3667.5871381856355,0.5476190476190477
421,-3552.4028562630606,0.5486935866983373
422,-3586.3201316257628,0.5497630331753555
423,-3586.3201316257628,0.5484633569739953
424,-3586.3201316257628,0.5471698113207547
425,-3303.4468897286306,0.548235294117647
426,-3303.4468897286306,0.5469483568075117
427,-3468.500497425764,0.5480093676814989
428,-3311.675851696841,0.5490654205607477
429,-3821.8063927102066,0.5501165501165501
430,-3458.5467303547634,0.5511627906976744
431,-3307.89834245671,0.5522041763341067
432,-3307.89834245671,0.5509259259259259
433,-3307.89834245671,0.5496535796766744
434,-3539.399999514224,0.5506912442396313
435,-3628.571766486471,0.5517241379310345
436,-3089.812841162841,0.5527522935779816
437,-3089.812841162841,0.551487414187643
438,-3500.4389712048305,0.5525114155251142
439,-3552.2646488938394,0.5535307517084282
440,-3552.2646488938394,0.5522727272727272
441,-3690.674937458406,0.5532879818594104
442,-3690.674937458406,0.5520361990950227
443,-3609.0755253204075,0.5530474040632054
444,-3886.185911336443,0.5540540540540541
445,-3800.3028515268416,0.5550561797752809
446,-3800.3028515268416,0.5538116591928252
447,-3497.9175900318846,0.5548098434004475
448,-3497.9175900318846,0.5535714285714286
449,-3497.9175900318846,0.5523385300668151
450,-3497.9175900318846,0.5511111111111111
451,-3497.9175900318846,0.549889135254989
452,-3497.9175900318846,0.5486725663716814
453,-3497.9175900318846,0.5474613686534217
454,-3276.7607252961675,0.5484581497797357
455,-3276.7607252961675,0.5472527472527473
456,-3742.4634276837883,0.5482456140350878
457,-3742.4634276837883,0.5470459518599562
458,-3742.4634276837883,0.5458515283842795
459,-3674.470809578478,0.5468409586056645
460,-3674.470809578478,0.5456521739130434
461,-3674.470809578478,0.544468546637744
462,-3406.2917985707268,0.5454545454545454
463,-3108.4128479039764,0.5464362850971922
464,-3108.4128479039764,0.5452586206896551
465,-3321.879301720598,0.546236559139785
466,-3321.879301720598,0.5450643776824035
467,-3321.879301720598,0.5438972162740899
468,-3637.7570888084106,0.5448717948717948
469,-3637.7570888084106,0.5437100213219617
470,-4067.374279556861,0.5446808510638298
471,-3898.6029728922363,0.5456475583864119
472,-3957.2274517043766,0.5466101694915254
473,-3582.2735914519367,0.547568710359408
474,-3582.2735914519367,0.5464135021097046
475,-3768.957311502584,0.5473684210526316
476,-3464.843452156882,0.5483193277310925
477,-4449.322773113454,0.549266247379455
478,-4003.17321274898,0.5502092050209205
479,-4003.17321274898,0.5490605427974948
480,-4104.334222054286,0.55
481,-3004.5789369399286,0.5509355509355509
482,-3683.2538096815374,0.5518672199170125
483,-4267.545342026844,0.5527950310559007
484,-4267.545342026844,0.5516528925619835
485,-4267.545342026844,0.5505154639175258
486,-4267.545342026844,0.5493827160493827
487,-4267.545342026844,0.5482546201232033
488,-4267.545342026844,0.5471311475409836
489,-3448.413455907678,0.5480572597137015
490,-3448.413455907678,0.5469387755102041
491,-3448.413455907678,0.5458248472505092
492,-3448.413455907678,0.5447154471544715
493,-4429.430541216986,0.5456389452332657
494,-4247.353973714984,0.5465587044534413
495,-4333.231231960542,0.5474747474747474
496,-4048.628231463391,0.5483870967741935
497,-4390.279716079918,0.5492957746478874
498,-4235.311319176043,0.5502008032128514
499,-4235.311319176043,0.5490981963927856
500,-4235.311319176043,0.548
501,-4029.3414271957104,0.5489021956087824
502,-4029.3414271957104,0.547808764940239
503,-3569.171721165968,0.5487077534791253
504,-3929.629056561175,0.5496031746031746
505,-3728.2870645257426,0.5504950495049505
506,-3728.2870645257426,0.549407114624506
507,-3728.2870645257426,0.5483234714003945
508,-3779.9308772250142,0.5492125984251969
509,-3882.767678115069,0.550098231827112
510,-3143.0080987018787,0.5509803921568628
511,-3582.3246078667107,0.5518590998043053
512,-3582.3246078667107,0.55078125
513,-3582.3246078667107,0.5497076023391813
514,-3582.3246078667107,0.5486381322957199
515,-3582.3246078667107,0.5475728155339806
516,-3582.3246078667107,0.5465116279069767
517,-3582.3246078667107,0.5454545454545454
518,-3977.2454905647687,0.5463320463320464
519,-3989.7916496963153,0.5472061657032755
520,-3606.968034071726,0.5480769230769231
521,-3606.968034071726,0.5470249520153551
522,-3648.7129010028743,0.5478927203065134
523,-4244.537689216804,0.5487571701720841
524,-3695.542523795771,0.549618320610687
525,-3492.301387144593,0.5504761904761905
526,-4345.712656191078,0.5513307984790875
527,-3955.5362418837585,0.5521821631878557
528,-3690.690137379542,0.553030303030303
529,-3690.690137379542,0.5519848771266541
530,-3690.690137379542,0.5509433962264151
531,-3690.690137379542,0.5499058380414312
532,-4136.3622724642855,0.5507518796992481
533,-3965.305172898406,0.551594746716698
534,-3936.0796460364486,0.552434456928839
535,-3545.91867989447,0.5532710280373832
536,-3545.91867989447,0.5522388059701493
537,-3545.91867989447,0.5512104283054003
538,-3669.6783099064965,0.5520446096654275
539,-3669.6783099064965,0.5510204081632653
540,-3677.183610272154,0.5518518518518518
541,-3500.7822704591968,0.5526802218114603
542,-3500.6019868678254,0.5535055350553506
543,-3386.695112336383,0.5543278084714549
544,-3386.695112336383,0.5533088235294118
545,-3386.695112336383,0.5522935779816514
546,-2700.332205112714,0.5531135531135531
547,-2700.332205112714,0.5521023765996343
548,-3737.8428756522076,0.5529197080291971
549,-3338.8412477924944,0.5537340619307832
550,-3338.8412477924944,0.5527272727272727
551,-3338.8412477924944,0.5517241379310345
552,-3422.3261319331273,0.552536231884058
553,-3422.3261319331273,0.5515370705244123
554,-3422.3261319331273,0.5505415162454874
555,-3422.3261319331273,0.5495495495495496
556,-3494.82580950671,0.5503597122302158
557,-3494.82580950671,0.5493716337522442
558,-3346.4344376356757,0.5501792114695341
559,-3581.4300412758826,0.5509838998211091
560,-3410.241373401829,0.5517857142857143
561,-3504.265909824425,0.5525846702317291
562,-3456.3105796709183,0.5533807829181495
563,-3456.3105796709183,0.5523978685612788
564,-3456.3105796709183,0.5514184397163121
565,-3456.3105796709183,0.5504424778761062
566,-3355.69942716787,0.5512367491166078
567,-3355.69942716787,0.5502645502645502
568,-3355.69942716787,0.5492957746478874
569,-3352.2681313352423,0.5500878734622144
570,-3426.927357723163,0.5508771929824562
571,-3426.927357723163,0.5499124343257443
572,-3724.2076753983533,0.5506993006993007
573,-3711.6949643006046,0.5514834205933682
574,-3616.848798132044,0.5522648083623694
575,-3616.848798132044,0.551304347826087
576,-3616.848798132044,0.5503472222222222
577,-3616.848798132044,0.5493934142114385
578,-3493.838834322301,0.5501730103806228
579,-3497.800952726142,0.5509499136442142
580,-3497.800952726142,0.55
581,-3497.800952726142,0.5490533562822719
582,-3387.7431906845177,0.5498281786941581
583,-3145.6187500365368,0.5506003430531733
584,-3145.6187500365368,0.5496575342465754
585,-2861.141213298725,0.5504273504273505
586,-2861.141213298725,0.5494880546075085
587,-2861.141213298725,0.5485519591141397
588,-3319.659930282565,0.5493197278911565
589,-3319.659930282565,0.5483870967741935
590,-3432.3809591914714,0.5491525423728814
591,-3235.5940934743403,0.5499153976311336
592,-3235.5940934743403,0.5489864864864865
593,-3023.242406922663,0.5497470489038786
594,-3622.1580207599695,0.5505050505050505
595,-3622.1580207599695,0.5495798319327732
596,-3722.1672471008096,0.5503355704697986
597,-3622.3155988065555,0.5510887772194305
598,-3446.4739440945586,0.5518394648829431
599,-3682.150234529624,0.5525876460767947
600,-3813.22462846936,0.5533333333333333
601,-3813.22462846936,0.5524126455906821
602,-3813.22462846936,0.5514950166112956
603,-3748.341869518029,0.5522388059701493
604,-3748.341869518029,0.5513245033112583
605,-3580.448020735033,0.5520661157024793
606,-3645.5254842342874,0.5528052805280528
607,-3400.63800714365,0.5535420098846787
608,-3400.63800714365,0.5526315789473685
609,-3400.63800714365,0.5517241379310345
610,-3659.6849505867667,0.5524590163934426
611,-3505.557091185453,0.5531914893617021
612,-3505.557091185453,0.5522875816993464
613,-3505.557091185453,0.5513866231647635
614,-3505.557091185453,0.5504885993485342
615,-3328.8030995863896,0.551219512195122
616,-3732.2129118508624,0.551948051948052
617,-3732.2129118508624,0.5510534846029174
618,-3732.2129118508624,0.5501618122977346
619,-3604.8724996757633,0.5508885298869144
620,-3432.3089698001695,0.5516129032258065
621,-3332.886101543466,0.5523349436392915
622,-3332.886101543466,0.5514469453376206
623,-3624.921741416008,0.5521669341894061
624,-3496.0725815676083,0.5528846153846154
625,-3496.0725815676083,0.552
626,-3299.3179923377434,0.5527156549520766
627,-3416.333331170402,0.5534290271132376
628,-3769.6298577999023,0.554140127388535
629,-3434.6820766977135,0.5548489666136724
630,-3434.6820766977135,0.553968253968254
631,-3434.6820766977135,0.5530903328050714
632,-3434.6820766977135,0.5522151898734177
633,-3797.8593103485246,0.5529225908372828
634,-3750.631366717745,0.5536277602523659
635,-3714.740155135104,0.5543307086614173
636,-3641.6823231654075,0.5550314465408805
637,-3636.566164104483,0.5557299843014128
638,-3640.044616936869,0.5564263322884012
639,-3640.044616936869,0.5555555555555556
640,-3640.044616936869,0.5546875
641,-3640.044616936869,0.5538221528861155
642,-3614.0358054606504,0.5545171339563862
643,-3545.5085346665737,0.5552099533437014
644,-3673.8210320174617,0.5559006211180124
645,-3742.3008504762684,0.5565891472868217
646,-3742.3008504762684,0.5557275541795665
647,-3565.7007328467607,0.5564142194744977
648,-3464.1640395143318,0.5570987654320988
649,-3464.1640395143318,0.5562403697996918
650,-3464.1640395143318,0.5553846153846154
651,-3464.1640395143318,0.554531490015361
652,-3464.1640395143318,0.553680981595092
653,-3464.1640395143318,0.552833078101072
654,-3464.1640395143318,0.5519877675840978
655,-3569.2285086772104,0.5526717557251909
656,-3569.2285086772104,0.551829268292683
657,-3569.2285086772104,0.5509893455098934
658,-3478.3123540482434,0.5516717325227963
659,-3438.995358708547,0.5523520485584219
660,-3438.995358708547,0.5515151515151515
661,-3655.703681337972,0.5521936459909228
662,-3487.8674721816205,0.552870090634441
663,-3487.8674721816205,0.5520361990950227
664,-3461.154513657396,0.552710843373494
665,-3461.154513657396,0.5518796992481203
666,-3461.154513657396,0.551051051051051
667,-3378.766558651968,0.5517241379310345
668,-3526.39966934468,0.5523952095808383
669,-3297.8641409978745,0.5530642750373692
670,-3297.8641409978745,0.5522388059701493
671,-3297.8641409978745,0.5514157973174366
672,-3659.7232741978037,0.5520833333333334
673,-3659.7232741978037,0.5512630014858841
674,-3493.2750741947893,0.5519287833827893
675,-3346.71133217905,0.5525925925925926
676,-3346.71133217905,0.5517751479289941
677,-3459.0236159924484,0.552437223042836
678,-3622.298852300211,0.5530973451327433
679,-3688.4447600889625,0.5537555228276878
680,-3688.4447600889625,0.5529411764705883
681,-3688.4447600889625,0.5521292217327459
682,-3637.169101029508,0.5527859237536656
683,-3655.2278754329195,0.5534407027818448
684,-3655.2278754329195,0.5526315789473685
685,-3922.4200853826987,0.5532846715328467
686,-3766.6704823778746,0.5539358600583091
687,-3766.6704823778746,0.5531295487627366
688,-3766.6704823778746,0.5523255813953488
689,-3766.6704823778746,0.5515239477503628
690,-3766.6704823778746,0.5507246376811594
691,-3766.6704823778746,0.5499276410998553
692,-3791.9401257773206,0.5505780346820809
