0.000000 -1263.366582 0.000000 
1.000000 -1263.366582 0.000000 
2.000000 -1263.366582 0.500000 
3.000000 -1284.334592 0.666667 
4.000000 -1284.334592 0.500000 
5.000000 -1284.334592 0.400000 
6.000000 -1284.334592 0.333333 
7.000000 -1284.334592 0.285714 
8.000000 -1284.334592 0.250000 
9.000000 -1284.334592 0.222222 
10.000000 -1300.667704 0.300000 
11.000000 -1315.310044 0.363636 
12.000000 -1345.917416 0.416667 
13.000000 -1366.533393 0.461538 
14.000000 -1362.874121 0.500000 
15.000000 -1362.874121 0.466667 
16.000000 -1395.298290 0.500000 
17.000000 -1395.298290 0.470588 
18.000000 -1421.498794 0.500000 
19.000000 -1434.478188 0.526316 
20.000000 -1434.478188 0.500000 
21.000000 -1434.478188 0.476190 
22.000000 -1466.119176 0.500000 
23.000000 -1466.119176 0.478261 
24.000000 -1491.402957 0.500000 
25.000000 -1495.722192 0.520000 
26.000000 -1495.722192 0.500000 
27.000000 -1548.607719 0.518519 
28.000000 -1566.121730 0.535714 
29.000000 -1566.121730 0.517241 
30.000000 -1566.121730 0.500000 
31.000000 -1566.121730 0.483871 
32.000000 -1588.905174 0.500000 
33.000000 -1588.905174 0.484848 
34.000000 -1582.819226 0.500000 
35.000000 -1582.819226 0.485714 
36.000000 -1582.819226 0.472222 
37.000000 -1588.776650 0.486486 
38.000000 -1593.272530 0.500000 
39.000000 -1632.742365 0.512821 
40.000000 -1632.742365 0.500000 
41.000000 -1632.742365 0.487805 
42.000000 -1632.742365 0.476190 
43.000000 -1632.742365 0.465116 
44.000000 -1632.742365 0.454545 
45.000000 -1632.742365 0.444444 
46.000000 -1619.231020 0.456522 
47.000000 -1654.992531 0.468085 
48.000000 -1654.992531 0.458333 
49.000000 -1654.992531 0.448980 
50.000000 -1654.992531 0.440000 
51.000000 -1654.992531 0.431373 
52.000000 -1662.033092 0.442308 
53.000000 -1658.162776 0.452830 
54.000000 -1617.682529 0.462963 
55.000000 -1617.682529 0.454545 
56.000000 -1617.682529 0.446429 
57.000000 -1617.682529 0.438596 
58.000000 -1601.094978 0.448276 
59.000000 -1601.094978 0.440678 
60.000000 -1601.094978 0.433333 
61.000000 -1613.962956 0.442623 
62.000000 -1618.004968 0.451613 
63.000000 -1618.004968 0.444444 
64.000000 -1585.301002 0.453125 
65.000000 -1606.211913 0.461538 
66.000000 -1601.057629 0.469697 
67.000000 -1601.057629 0.462687 
68.000000 -1591.012437 0.470588 
69.000000 -1638.180491 0.478261 
70.000000 -1655.813726 0.485714 
71.000000 -1655.813726 0.478873 
72.000000 -1655.684252 0.486111 
73.000000 -1655.684252 0.479452 
74.000000 -1647.008634 0.486486 
75.000000 -1652.581930 0.493333 
76.000000 -1709.566268 0.500000 
77.000000 -1709.566268 0.493506 
78.000000 -1718.452273 0.500000 
79.000000 -1739.485483 0.506329 
80.000000 -1774.555380 0.512500 
81.000000 -1774.555380 0.506173 
82.000000 -1761.472264 0.512195 
83.000000 -1757.333454 0.518072 
84.000000 -1838.837230 0.523810 
85.000000 -1832.496511 0.529412 
86.000000 -1832.496511 0.523256 
87.000000 -1832.496511 0.517241 
88.000000 -1804.200474 0.522727 
89.000000 -1779.851703 0.528090 
90.000000 -1797.978845 0.533333 
91.000000 -1821.593722 0.538462 
92.000000 -1821.593722 0.532609 
93.000000 -1821.593722 0.526882 
94.000000 -1828.867013 0.531915 
95.000000 -1847.909034 0.536842 
96.000000 -1847.909034 0.531250 
97.000000 -1861.847741 0.536082 
98.000000 -1902.296651 0.540816 
99.000000 -1923.639494 0.545455 
100.000000 -1923.639494 0.540000 
101.000000 -1856.314822 0.544554 
102.000000 -1869.831901 0.549020 
103.000000 -1842.211538 0.553398 
104.000000 -1884.986865 0.557692 
105.000000 -1907.468941 0.561905 
106.000000 -1907.468941 0.556604 
107.000000 -1907.468941 0.551402 
108.000000 -2018.045793 0.555556 
109.000000 -1984.180523 0.559633 
110.000000 -1984.180523 0.554545 
111.000000 -2024.310241 0.558559 
112.000000 -2024.310241 0.553571 
113.000000 -2018.481760 0.557522 
114.000000 -2024.117928 0.561404 
115.000000 -2024.117928 0.556522 
116.000000 -2052.961212 0.560345 
117.000000 -2077.839136 0.564103 
118.000000 -2077.839136 0.559322 
119.000000 -2077.839136 0.554622 
120.000000 -2165.499914 0.558333 
121.000000 -2169.288794 0.561983 
122.000000 -2200.215445 0.565574 
123.000000 -2200.215445 0.560976 
124.000000 -2200.215445 0.556452 
125.000000 -2200.215445 0.552000 
126.000000 -2200.215445 0.547619 
127.000000 -2200.215445 0.543307 
128.000000 -2222.440563 0.546875 
129.000000 -2222.440563 0.542636 
130.000000 -2206.745328 0.546154 
131.000000 -2206.745328 0.541985 
132.000000 -2171.922182 0.545455 
133.000000 -2171.922182 0.541353 
134.000000 -2171.922182 0.537313 
135.000000 -2147.099003 0.540741 
136.000000 -2147.099003 0.536765 
137.000000 -2107.763839 0.540146 
138.000000 -1963.350029 0.543478 
139.000000 -1583.072274 0.546763 
140.000000 -1583.072274 0.542857 
141.000000 -1583.072274 0.539007 
142.000000 -1583.072274 0.535211 
143.000000 -1720.428065 0.538462 
144.000000 -1868.624696 0.541667 
145.000000 -2063.064978 0.544828 
146.000000 -2063.064978 0.541096 
147.000000 -2063.064978 0.537415 
148.000000 -1881.629251 0.540541 
149.000000 -1881.629251 0.536913 
150.000000 -1515.125422 0.540000 
151.000000 -1515.125422 0.536424 
152.000000 -1938.158094 0.539474 
153.000000 -1997.897376 0.542484 
154.000000 -1997.897376 0.538961 
155.000000 -1997.897376 0.535484 
156.000000 -1933.301664 0.538462 
157.000000 -1933.301664 0.535032 
158.000000 -1933.301664 0.531646 
159.000000 -1933.301664 0.528302 
160.000000 -1971.461205 0.531250 
161.000000 -2085.451505 0.534161 
162.000000 -2065.425608 0.537037 
163.000000 -1989.730497 0.539877 
164.000000 -1986.410510 0.542683 
165.000000 -2054.979636 0.545455 
166.000000 -2054.979636 0.542169 
167.000000 -2015.917169 0.544910 
168.000000 -2074.252077 0.547619 
169.000000 -2045.522438 0.550296 
170.000000 -2125.986249 0.552941 
171.000000 -2125.986249 0.549708 
172.000000 -2125.986249 0.546512 
173.000000 -2067.593519 0.549133 
174.000000 -2067.593519 0.545977 
175.000000 -2011.738646 0.548571 
176.000000 -1939.008204 0.551136 
177.000000 -1939.008204 0.548023 
178.000000 -1939.008204 0.544944 
179.000000 -1839.616307 0.547486 
180.000000 -1905.261958 0.550000 
181.000000 -1905.261958 0.546961 
182.000000 -1905.261958 0.543956 
183.000000 -1905.261958 0.540984 
184.000000 -1905.261958 0.538043 
185.000000 -1905.261958 0.535135 
186.000000 -1905.261958 0.532258 
187.000000 -1946.142468 0.534759 
188.000000 -2048.799783 0.537234 
189.000000 -2048.799783 0.534392 
190.000000 -2048.799783 0.531579 
191.000000 -2048.799783 0.528796 
